Player,season,Pos,Age,G,MP,PER,TS%,USG%,BPM,VORP,WS,OWS,DWS,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,PER_next
Devin Booker,2022,SG,25.0,68.0,2345.0,21.3,0.576,32.0,4.1,3.6,7.6,4.3,3.3,26.8,5.0,4.8,1.1,0.4,2.4,0.466,0.383,0.868,22.0
Devin Booker,2023,SG,26.0,53.0,1835.0,22.0,0.601,31.8,4.2,2.9,6.0,4.2,1.9,27.8,4.5,5.5,1.0,0.3,2.7,0.494,0.351,0.855,21.9
Devin Booker,2024,PG,27.0,68.0,2447.0,21.9,0.611,29.8,3.0,3.1,9.2,7.2,2.0,27.1,4.5,6.9,0.9,0.4,2.6,0.492,0.364,0.886,19.3
Devin Harris,2015,PG,31.0,76.0,1685.0,14.8,0.559,18.0,1.4,1.4,4.2,2.9,1.3,8.8,1.8,3.1,1.0,0.2,1.1,0.418,0.357,0.815,13.1
Devin Harris,2016,PG,32.0,64.0,1280.0,13.1,0.559,17.9,0.1,0.7,2.5,1.2,1.3,7.6,2.2,1.8,0.9,0.2,1.0,0.447,0.329,0.721,13.8
Devin Harris,2017,PG,33.0,65.0,1087.0,13.8,0.549,19.7,-0.4,0.4,2.2,1.1,1.1,6.7,2.0,2.1,0.7,0.1,0.9,0.399,0.328,0.829,13.0
Devin Vassell,2021,SF,20.0,62.0,1056.0,10.6,0.524,14.3,-1.5,0.1,1.5,0.4,1.1,5.5,2.8,0.9,0.7,0.3,0.4,0.406,0.347,0.843,13.3
Devin Vassell,2022,SF,21.0,71.0,1937.0,13.3,0.54,18.9,-0.5,0.7,3.3,1.3,2.0,12.3,4.3,1.9,1.1,0.6,0.8,0.427,0.361,0.838,15.5
Devin Vassell,2023,SG,22.0,38.0,1178.0,15.5,0.55,24.4,0.4,0.7,1.2,0.7,0.5,18.5,3.9,3.6,1.1,0.4,1.5,0.439,0.387,0.78,15.7
Devin Vassell,2024,SG,23.0,68.0,2248.0,15.7,0.578,23.5,0.0,1.1,3.6,2.0,1.6,19.5,3.8,4.1,1.1,0.3,1.6,0.472,0.372,0.801,14.2
Devonte' Graham,2019,PG,24.0,63.0,2211.0,15.8,0.537,24.8,0.5,1.4,3.4,2.4,0.9,4.7,1.4,2.6,0.5,0.0,0.7,0.343,0.281,0.761,15.8
Devonte' Graham,2020,PG,24.0,63.0,2211.0,15.8,0.537,24.8,0.5,1.4,3.4,2.4,0.9,18.2,3.4,7.5,1.0,0.2,2.9,0.382,0.373,0.82,14.6
Devonte' Graham,2021,PG,25.0,55.0,1659.0,14.6,0.552,21.4,0.7,1.1,3.4,2.5,0.9,14.8,2.7,5.4,0.9,0.1,1.5,0.377,0.375,0.842,12.1
Devonte' Graham,2022,PG,26.0,76.0,2162.0,12.1,0.514,19.5,-1.0,0.5,2.8,1.6,1.2,11.9,2.3,4.2,0.9,0.2,1.4,0.363,0.341,0.843,12.5
Devonte' Graham,2023,PG,27.0,73.0,1338.0,12.5,0.552,17.1,-0.1,0.6,2.5,1.5,1.0,7.4,1.7,2.7,0.6,0.2,0.7,0.374,0.352,0.748,9.4
Dewayne Dedmon,2015,C,25.0,59.0,845.0,13.3,0.568,13.0,-3.5,-0.3,1.7,0.7,1.0,3.7,5.0,0.2,0.3,0.8,0.9,0.562,0.0,0.531,17.0
Dewayne Dedmon,2016,C,26.0,58.0,705.0,17.0,0.606,15.2,-0.9,0.2,2.4,1.2,1.1,4.4,3.9,0.2,0.4,0.8,0.6,0.559,,0.75,16.0
Dewayne Dedmon,2017,C,27.0,76.0,1330.0,16.0,0.645,12.3,0.6,0.9,5.2,2.3,3.0,5.1,6.5,0.6,0.5,0.8,0.8,0.622,,0.699,15.8
Dewayne Dedmon,2018,C,28.0,62.0,1542.0,15.8,0.599,17.0,0.1,0.8,3.7,1.8,1.9,10.0,7.9,1.5,0.6,0.8,1.4,0.524,0.355,0.779,9.4
Dewayne Dedmon,2019,C,30.0,44.0,774.0,9.4,0.473,18.1,-5.8,-0.7,0.1,-1.0,1.0,10.8,7.5,1.4,1.1,1.1,1.3,0.492,0.382,0.814,9.4
Dewayne Dedmon,2020,C,30.0,44.0,774.0,9.4,0.473,18.1,-5.8,-0.7,0.1,-1.0,1.0,5.8,5.7,0.5,0.6,0.9,1.3,0.4,0.206,0.833,15.9
Dewayne Dedmon,2022,C,32.0,67.0,1065.0,15.9,0.632,16.9,-1.0,0.3,3.5,1.5,2.0,6.3,5.8,0.7,0.4,0.6,1.0,0.566,0.404,0.75,15.5
Deyonta Davis,2017,C,20.0,36.0,238.0,10.6,0.528,12.0,-4.6,-0.2,0.5,0.1,0.4,1.6,1.7,0.1,0.1,0.5,0.2,0.511,,0.556,16.6
Dillon Brooks,2018,SF,22.0,82.0,2350.0,9.8,0.531,18.5,-4.0,-1.2,1.2,0.1,1.1,11.0,3.1,1.6,0.9,0.2,1.5,0.44,0.356,0.747,11.3
Dillon Brooks,2019,SG,24.0,73.0,2112.0,11.3,0.51,25.2,-4.1,-1.1,1.2,-0.4,1.6,7.5,1.7,0.9,0.6,0.2,1.1,0.402,0.375,0.733,11.3
Dillon Brooks,2020,SG,24.0,73.0,2112.0,11.3,0.51,25.2,-4.1,-1.1,1.2,-0.4,1.6,16.2,3.3,2.1,0.9,0.4,1.7,0.407,0.358,0.808,12.1
Dillon Brooks,2021,SF,25.0,67.0,1997.0,12.1,0.515,26.1,-3.7,-0.9,1.4,-0.5,1.8,17.2,2.9,2.3,1.2,0.4,1.8,0.419,0.344,0.815,15.5
Dillon Brooks,2022,SF,26.0,32.0,885.0,15.5,0.515,28.8,-1.8,0.0,1.6,0.7,0.9,18.4,3.2,2.8,1.1,0.3,1.6,0.432,0.309,0.849,9.4
Dillon Brooks,2023,SF,27.0,73.0,2214.0,9.4,0.494,21.8,-3.9,-1.1,1.6,-0.8,2.4,14.3,3.3,2.6,0.9,0.2,1.4,0.396,0.326,0.779,9.4
Dillon Brooks,2024,SF,28.0,72.0,2227.0,9.4,0.549,17.6,-3.6,-0.9,2.7,0.6,2.1,12.7,3.4,1.7,0.9,0.1,1.2,0.428,0.359,0.844,11.0
Dion Waiters,2015,SG,23.0,80.0,2208.0,10.9,0.46,22.5,-3.3,-0.7,1.1,-0.6,1.7,11.8,2.4,2.0,1.1,0.3,1.4,0.396,0.297,0.68,9.4
Dion Waiters,2016,SG,24.0,78.0,2152.0,9.4,0.492,17.7,-2.8,-0.4,2.1,0.3,1.8,9.8,2.6,2.0,1.0,0.2,1.5,0.399,0.358,0.713,14.5
Dion Waiters,2017,SG,25.0,46.0,1384.0,14.5,0.507,26.3,-0.1,0.7,1.6,0.2,1.5,15.8,3.3,4.3,0.9,0.4,2.2,0.424,0.395,0.646,10.5
Dirk Nowitzki,2015,PF,36.0,77.0,2282.0,19.2,0.56,24.9,2.2,2.4,7.2,5.2,2.0,17.3,5.9,1.9,0.5,0.4,1.1,0.459,0.38,0.882,19.0
Dirk Nowitzki,2016,PF,37.0,75.0,2364.0,19.0,0.555,25.5,2.5,2.7,6.8,4.2,2.6,18.3,6.5,1.8,0.7,0.7,1.1,0.448,0.368,0.893,17.0
Dirk Nowitzki,2017,PF,38.0,54.0,1424.0,17.0,0.529,25.8,0.8,1.0,2.5,0.6,1.9,14.2,6.5,1.5,0.6,0.7,0.9,0.437,0.378,0.875,16.7
Domantas Sabonis,2017,PF,20.0,81.0,1632.0,6.9,0.469,15.4,-4.5,-1.0,0.8,-1.0,1.8,5.9,3.6,1.0,0.5,0.4,1.0,0.399,0.321,0.657,17.5
Domantas Sabonis,2018,C,21.0,74.0,1810.0,17.5,0.567,22.1,-1.1,0.4,4.7,2.5,2.2,11.6,7.7,2.0,0.5,0.4,1.9,0.514,0.351,0.75,20.7
Domantas Sabonis,2019,PF,23.0,62.0,2159.0,20.7,0.586,23.3,3.2,2.9,7.5,4.1,3.4,14.1,9.3,2.9,0.6,0.4,2.2,0.59,0.529,0.715,20.7
Domantas Sabonis,2020,PF,23.0,62.0,2159.0,20.7,0.586,23.3,3.2,2.9,7.5,4.1,3.4,18.5,12.4,5.0,0.8,0.5,2.7,0.54,0.254,0.723,20.6
Domantas Sabonis,2021,PF,24.0,62.0,2231.0,20.6,0.601,24.1,3.8,3.3,6.9,4.0,3.0,20.3,12.0,6.7,1.2,0.5,3.4,0.535,0.321,0.732,21.9
Domantas Sabonis,2022,PF,25.0,62.0,2136.0,21.9,0.637,22.3,4.1,3.2,7.1,5.3,1.8,18.9,12.1,5.2,1.0,0.4,3.1,0.573,0.312,0.741,23.5
Domantas Sabonis,2023,C,26.0,79.0,2736.0,23.5,0.668,21.3,5.8,5.4,12.6,9.6,3.0,19.1,12.3,7.3,0.8,0.5,2.9,0.615,0.373,0.742,23.2
Domantas Sabonis,2024,C,27.0,82.0,2928.0,23.2,0.637,22.2,6.5,6.2,12.6,8.6,4.0,19.4,13.7,8.2,0.9,0.6,3.3,0.594,0.379,0.704,22.9
Dominick Barlow,2023,PF,19.0,28.0,408.0,12.4,0.567,11.3,-4.6,-0.3,0.7,0.5,0.2,3.9,3.6,0.9,0.4,0.7,0.5,0.535,0.0,0.72,14.6
Dominick Barlow,2024,PF,20.0,33.0,420.0,14.6,0.548,14.1,-1.7,0.0,1.1,0.7,0.4,4.4,3.4,1.1,0.4,0.4,0.3,0.496,0.333,0.69,14.6
Donald Sloan,2015,PG,27.0,53.0,1107.0,13.1,0.503,18.6,-0.1,0.5,2.0,0.9,1.1,7.4,2.7,3.6,0.4,0.0,1.2,0.408,0.313,0.779,13.9
Donatas Motiejūnas,2015,PF,24.0,71.0,2037.0,14.4,0.553,19.1,-0.5,0.8,4.7,2.4,2.3,12.0,5.9,1.8,0.8,0.5,1.7,0.504,0.368,0.602,11.3
Donatas Motiejūnas,2016,PF,25.0,37.0,547.0,11.3,0.504,21.4,-4.5,-0.3,0.3,0.0,0.3,6.2,2.9,1.1,0.5,0.1,1.2,0.439,0.281,0.642,9.1
Donovan Mitchell,2018,SG,21.0,79.0,2638.0,16.7,0.541,29.1,1.2,2.2,5.2,1.4,3.8,20.5,3.7,3.7,1.5,0.3,2.7,0.437,0.34,0.805,18.8
Donovan Mitchell,2019,SG,23.0,69.0,2364.0,18.8,0.558,30.8,1.9,2.3,5.4,3.2,2.2,23.8,4.1,4.2,1.4,0.4,2.8,0.432,0.362,0.806,18.8
Donovan Mitchell,2020,SG,23.0,69.0,2364.0,18.8,0.558,30.8,1.9,2.3,5.4,3.2,2.2,24.0,4.4,4.3,1.0,0.2,2.7,0.449,0.366,0.863,21.3
Donovan Mitchell,2021,PG,24.0,53.0,1771.0,21.3,0.569,33.5,4.3,2.8,6.2,3.9,2.2,26.4,4.4,5.2,1.0,0.3,2.8,0.438,0.386,0.845,21.6
Donovan Mitchell,2022,SG,25.0,67.0,2266.0,21.6,0.572,32.9,4.3,3.6,7.2,4.7,2.5,25.9,4.2,5.3,1.5,0.2,3.0,0.448,0.355,0.853,22.9
Donovan Mitchell,2023,SG,26.0,68.0,2432.0,22.9,0.614,32.1,6.3,5.0,8.9,5.4,3.5,28.3,4.3,4.4,1.5,0.4,2.6,0.484,0.386,0.867,22.1
Donovan Mitchell,2024,SG,27.0,55.0,1942.0,22.1,0.595,31.4,5.8,3.9,6.4,3.6,2.9,26.6,5.1,6.1,1.8,0.5,2.8,0.462,0.368,0.865,20.9
Donte DiVincenzo,2019,SG,23.0,66.0,1520.0,14.1,0.557,17.3,1.3,1.3,4.3,1.0,3.2,4.9,2.4,1.1,0.5,0.2,0.7,0.403,0.265,0.75,14.1
Donte DiVincenzo,2020,SG,23.0,66.0,1520.0,14.1,0.557,17.3,1.3,1.3,4.3,1.0,3.2,9.2,4.8,2.3,1.3,0.3,1.4,0.455,0.336,0.733,13.0
Donte DiVincenzo,2021,SG,24.0,66.0,1814.0,13.0,0.542,16.7,0.2,1.0,3.6,1.5,2.1,10.4,5.8,3.1,1.1,0.2,1.4,0.42,0.379,0.718,11.3
Donte DiVincenzo,2022,SG,25.0,42.0,1006.0,11.3,0.51,18.9,-2.3,-0.1,0.7,-0.1,0.9,9.0,4.0,2.8,1.1,0.2,1.7,0.351,0.339,0.843,12.8
Donte DiVincenzo,2023,SG,26.0,72.0,1894.0,12.8,0.593,15.1,0.7,1.3,4.2,1.9,2.3,9.4,4.5,3.5,1.3,0.1,1.6,0.435,0.397,0.817,16.0
Donte DiVincenzo,2024,SG,27.0,81.0,2360.0,16.0,0.597,21.3,3.4,3.2,6.6,3.6,3.0,15.5,3.7,2.7,1.3,0.4,1.4,0.443,0.401,0.754,14.1
Dorian Finney-Smith,2017,PF,23.0,81.0,1642.0,7.7,0.486,11.6,-2.6,-0.3,1.4,-0.1,1.5,4.3,2.7,0.8,0.6,0.3,0.6,0.372,0.293,0.754,7.6
Dorian Finney-Smith,2018,PF,24.0,21.0,448.0,7.6,0.482,15.1,-4.6,-0.3,0.1,-0.2,0.3,5.9,3.6,1.2,0.5,0.2,1.0,0.38,0.299,0.733,12.3
Dorian Finney-Smith,2019,PF,26.0,71.0,2120.0,12.3,0.595,12.9,-0.2,0.9,4.9,3.3,1.5,7.5,4.8,1.2,0.9,0.4,0.9,0.432,0.311,0.709,12.3
Dorian Finney-Smith,2020,PF,26.0,71.0,2120.0,12.3,0.595,12.9,-0.2,0.9,4.9,3.3,1.5,9.5,5.7,1.6,0.6,0.5,1.0,0.466,0.376,0.722,12.0
Dorian Finney-Smith,2021,PF,27.0,60.0,1921.0,12.0,0.609,12.2,0.1,1.0,4.4,2.8,1.6,9.8,5.4,1.7,0.9,0.4,0.8,0.472,0.394,0.756,12.5
Dorian Finney-Smith,2022,PF,28.0,80.0,2644.0,12.5,0.604,13.8,0.8,1.9,6.6,3.4,3.2,11.0,4.7,1.9,1.1,0.5,1.0,0.471,0.395,0.675,9.2
Dorian Finney-Smith,2023,PF,29.0,66.0,2009.0,9.2,0.523,13.2,-2.0,0.0,2.1,0.6,1.6,8.3,4.8,1.5,0.8,0.5,0.9,0.391,0.337,0.763,10.1
Dorian Finney-Smith,2024,PF,30.0,68.0,1934.0,10.1,0.546,13.2,-2.0,0.0,2.6,1.0,1.6,8.5,4.7,1.6,0.8,0.6,0.9,0.421,0.348,0.717,10.1
Doug McDermott,2015,SF,23.0,36.0,321.0,6.1,0.48,18.3,-6.0,-0.3,0.0,-0.3,0.2,3.0,1.2,0.2,0.1,0.0,0.5,0.402,0.317,0.667,10.9
Doug McDermott,2016,SF,24.0,81.0,1861.0,10.9,0.561,17.3,-2.9,-0.4,2.8,2.1,0.7,9.4,2.4,0.7,0.2,0.1,0.7,0.452,0.425,0.857,10.7
Doug McDermott,2017,SF,25.0,66.0,1508.0,10.7,0.554,16.4,-2.3,-0.1,2.6,1.6,1.0,9.0,2.7,0.9,0.2,0.1,0.6,0.447,0.37,0.845,10.4
Doug McDermott,2018,SF,26.0,81.0,1768.0,10.4,0.579,15.0,-2.2,-0.1,2.3,1.7,0.6,7.8,2.5,1.0,0.2,0.2,0.7,0.467,0.426,0.79,14.4
Doug McDermott,2019,PF,28.0,69.0,1372.0,14.4,0.62,19.6,0.0,0.7,3.3,2.3,1.1,7.3,1.4,0.9,0.2,0.1,0.5,0.491,0.408,0.835,14.4
Doug McDermott,2020,PF,28.0,69.0,1372.0,14.4,0.62,19.6,0.0,0.7,3.3,2.3,1.1,10.3,2.5,1.1,0.2,0.1,0.6,0.488,0.435,0.828,15.6
Doug McDermott,2021,PF,29.0,66.0,1619.0,15.6,0.635,20.0,-0.6,0.6,3.8,3.1,0.7,13.6,3.3,1.3,0.3,0.1,0.8,0.532,0.388,0.816,11.4
Doug McDermott,2022,PF,30.0,51.0,1223.0,11.4,0.593,18.3,-2.5,-0.1,1.6,1.1,0.5,11.3,2.3,1.3,0.3,0.1,0.8,0.462,0.422,0.784,11.1
Doug McDermott,2023,SF,31.0,64.0,1314.0,11.1,0.59,19.2,-3.2,-0.4,1.0,1.0,0.0,10.2,2.2,1.4,0.2,0.1,0.9,0.457,0.413,0.757,9.1
Doug McDermott,2024,SF,32.0,64.0,904.0,9.1,0.6,14.9,-3.4,-0.3,0.9,0.6,0.3,5.5,0.9,1.1,0.3,0.0,0.4,0.433,0.41,0.579,9.5
Dragan Bender,2017,PF,19.0,43.0,574.0,5.3,0.44,14.4,-5.1,-0.4,-0.3,-0.7,0.3,3.4,2.4,0.5,0.2,0.5,0.7,0.354,0.277,0.364,7.1
Draymond Green,2015,PF,24.0,79.0,2490.0,16.4,0.54,17.2,3.5,3.5,8.5,3.3,5.2,11.7,8.2,3.7,1.6,1.3,1.7,0.443,0.337,0.66,19.3
Draymond Green,2016,PF,25.0,81.0,2808.0,19.3,0.587,18.8,5.5,5.3,11.1,6.0,5.1,14.0,9.5,7.4,1.5,1.4,3.2,0.49,0.388,0.696,16.5
Draymond Green,2017,PF,26.0,76.0,2471.0,16.5,0.522,16.2,4.9,4.3,8.2,2.8,5.4,10.2,7.9,7.0,2.0,1.4,2.4,0.418,0.308,0.709,16.1
Draymond Green,2018,PF,27.0,70.0,2287.0,16.1,0.556,17.2,2.8,2.8,6.1,2.6,3.4,11.0,7.6,7.3,1.4,1.3,2.9,0.454,0.301,0.775,12.5
Draymond Green,2019,PF,29.0,43.0,1222.0,12.5,0.489,15.7,-0.2,0.5,1.1,-0.2,1.3,7.4,7.3,6.9,1.4,1.1,2.6,0.445,0.285,0.692,12.5
Draymond Green,2020,PF,29.0,43.0,1222.0,12.5,0.489,15.7,-0.2,0.5,1.1,-0.2,1.3,8.0,6.2,6.2,1.4,0.8,2.3,0.389,0.279,0.759,13.3
Draymond Green,2021,PF,30.0,63.0,1982.0,13.3,0.53,13.1,1.7,1.9,4.6,1.2,3.4,7.0,7.1,8.9,1.7,0.8,3.0,0.447,0.27,0.795,14.3
Draymond Green,2022,PF,31.0,46.0,1329.0,14.3,0.582,14.3,3.2,1.8,3.6,0.8,2.8,7.5,7.3,7.0,1.3,1.1,3.0,0.525,0.296,0.659,12.2
Draymond Green,2023,PF,32.0,73.0,2297.0,12.2,0.592,13.2,0.8,1.6,4.7,1.6,3.1,8.5,7.2,6.8,1.0,0.8,2.8,0.527,0.305,0.713,14.5
Draymond Green,2024,PF,33.0,55.0,1490.0,14.5,0.587,15.3,2.4,1.6,3.6,1.4,2.2,8.6,7.2,6.0,1.0,0.9,2.5,0.497,0.395,0.73,12.4
Drew Eubanks,2019,C,22.0,22.0,272.0,17.3,0.682,15.8,-1.8,0.0,0.8,0.5,0.3,1.8,1.5,0.3,0.1,0.2,0.3,0.577,,0.846,17.3
Drew Eubanks,2020,C,22.0,22.0,272.0,17.3,0.682,15.8,-1.8,0.0,0.8,0.5,0.3,4.9,3.9,0.7,0.2,0.8,1.0,0.642,1.0,0.769,17.9
Drew Eubanks,2021,C,23.0,54.0,755.0,17.9,0.618,17.1,0.0,0.4,2.3,1.2,1.1,5.8,4.5,0.8,0.3,0.9,0.8,0.566,1.0,0.726,18.0
Drew Eubanks,2022,C,24.0,71.0,1245.0,18.0,0.638,17.5,-1.4,0.2,3.4,2.2,1.1,7.7,5.4,1.2,0.4,0.6,1.1,0.596,0.217,0.762,16.2
Drew Eubanks,2023,C,25.0,78.0,1584.0,16.2,0.666,12.5,0.1,0.8,4.4,2.9,1.6,6.6,5.4,1.3,0.5,1.3,0.9,0.641,0.389,0.664,14.4
Drew Eubanks,2024,C,26.0,75.0,1169.0,14.4,0.645,13.2,-1.2,0.2,3.1,1.6,1.6,5.1,4.3,0.8,0.4,0.8,0.8,0.601,1.0,0.774,15.6
Drew Gooden,2015,PF,33.0,51.0,864.0,11.9,0.469,17.0,-1.4,0.1,1.7,0.5,1.2,5.4,4.4,1.0,0.4,0.2,0.5,0.399,0.39,0.773,7.5
Duane Washington Jr.,2022,PG,21.0,48.0,968.0,10.2,0.521,22.6,-4.7,-0.7,0.0,-0.2,0.2,9.9,1.7,1.8,0.5,0.1,1.2,0.405,0.377,0.754,9.3
Duncan Robinson,2019,SG,25.0,73.0,2166.0,13.1,0.684,16.0,0.5,1.3,5.3,3.7,1.6,3.3,1.3,0.3,0.3,0.0,0.3,0.391,0.286,0.667,13.1
Duncan Robinson,2020,SG,25.0,73.0,2166.0,13.1,0.684,16.0,0.5,1.3,5.3,3.7,1.6,13.5,3.2,1.4,0.5,0.3,1.0,0.47,0.446,0.931,11.0
Duncan Robinson,2021,SF,26.0,72.0,2262.0,11.0,0.628,16.6,-1.0,0.6,3.7,1.9,1.8,13.1,3.5,1.8,0.6,0.3,1.1,0.439,0.408,0.827,10.6
Duncan Robinson,2022,SG,27.0,79.0,2043.0,10.6,0.573,17.7,-0.6,0.7,3.9,1.9,2.0,10.9,2.6,1.6,0.5,0.2,0.8,0.399,0.372,0.836,7.8
Duncan Robinson,2023,SF,28.0,42.0,691.0,7.8,0.534,17.9,-5.0,-0.5,0.5,-0.1,0.6,6.4,1.6,1.1,0.3,0.0,0.7,0.371,0.328,0.906,12.2
Duncan Robinson,2024,SF,29.0,68.0,1905.0,12.2,0.612,19.0,-0.9,0.6,3.6,1.6,2.0,12.9,2.5,2.8,0.7,0.2,1.4,0.45,0.395,0.889,11.8
Duop Reath,2024,C,27.0,68.0,1214.0,15.1,0.571,20.7,-0.9,0.3,2.4,1.4,1.0,9.1,3.7,1.0,0.5,0.6,0.8,0.461,0.359,0.742,13.7
Dwayne Bacon,2018,SG,22.0,53.0,713.0,5.8,0.431,13.7,-4.7,-0.5,-0.1,-0.7,0.6,3.3,2.3,0.7,0.3,0.0,0.4,0.375,0.256,0.8,6.1
Dwayne Bacon,2019,SG,24.0,39.0,687.0,6.1,0.419,19.5,-6.8,-0.8,-0.8,-1.2,0.4,7.3,2.1,1.1,0.3,0.1,0.4,0.475,0.437,0.739,6.1
Dwayne Bacon,2020,SG,24.0,39.0,687.0,6.1,0.419,19.5,-6.8,-0.8,-0.8,-1.2,0.4,5.7,2.6,1.3,0.6,0.1,0.9,0.348,0.284,0.66,9.9
Dwight Howard,2015,C,29.0,41.0,1223.0,19.2,0.596,23.3,-0.4,0.5,3.6,1.4,2.2,15.8,10.5,1.2,0.7,1.3,2.8,0.593,0.5,0.528,18.9
Dwight Howard,2016,C,30.0,71.0,2280.0,18.9,0.604,18.4,0.1,1.2,6.6,3.5,3.1,13.7,11.8,1.4,1.0,1.6,2.3,0.62,0.0,0.489,20.8
Dwight Howard,2017,C,31.0,74.0,2199.0,20.8,0.627,19.2,1.4,1.9,8.3,3.8,4.5,13.5,12.7,1.4,0.9,1.2,2.3,0.633,0.0,0.533,20.5
Dwight Howard,2018,C,32.0,81.0,2463.0,20.5,0.577,24.2,-0.1,1.2,6.8,2.9,3.9,16.6,12.5,1.3,0.6,1.6,2.6,0.555,0.143,0.574,18.7
Dwight Howard,2019,C,34.0,69.0,1306.0,18.7,0.696,14.7,0.2,0.7,5.4,2.8,2.6,12.8,9.2,0.4,0.8,0.4,1.8,0.623,,0.604,18.7
Dwight Howard,2020,C,34.0,69.0,1306.0,18.7,0.696,14.7,0.2,0.7,5.4,2.8,2.6,7.5,7.3,0.7,0.4,1.1,1.2,0.729,0.6,0.514,17.8
Dwight Howard,2021,C,35.0,69.0,1196.0,17.8,0.61,18.2,-1.5,0.1,4.0,1.3,2.6,7.0,8.4,0.9,0.4,0.9,1.6,0.587,0.25,0.576,18.2
Dwight Powell,2015,PF,23.0,29.0,236.0,13.8,0.552,17.5,-1.0,0.1,0.6,0.3,0.3,3.1,1.7,0.3,0.3,0.2,0.4,0.463,0.273,0.758,16.8
Dwight Powell,2016,PF,24.0,69.0,992.0,16.8,0.557,18.4,0.1,0.5,3.1,1.8,1.3,5.8,4.0,0.6,0.5,0.3,0.6,0.493,0.125,0.739,17.6
Dwight Powell,2017,C,25.0,77.0,1333.0,17.6,0.588,16.7,1.0,1.0,4.6,2.7,1.9,6.7,4.0,0.6,0.8,0.5,0.4,0.515,0.284,0.759,18.8
Dwight Powell,2018,C,26.0,79.0,1672.0,18.8,0.656,15.5,1.6,1.5,6.6,4.6,2.1,8.5,5.6,1.2,0.8,0.4,0.7,0.593,0.333,0.719,15.9
Dwight Powell,2019,C,28.0,40.0,1061.0,15.9,0.677,12.6,1.3,0.9,3.6,2.6,1.0,10.6,5.3,1.5,0.6,0.6,0.9,0.597,0.307,0.772,15.9
Dwight Powell,2020,C,28.0,40.0,1061.0,15.9,0.677,12.6,1.3,0.9,3.6,2.6,1.0,9.4,5.7,1.5,0.9,0.6,0.9,0.638,0.256,0.667,16.8
Dwight Powell,2021,C,29.0,58.0,966.0,16.8,0.688,13.2,0.6,0.6,3.8,2.6,1.2,5.9,4.0,1.1,0.6,0.5,0.7,0.619,0.238,0.782,18.1
Dwight Powell,2022,C,30.0,82.0,1798.0,18.1,0.725,14.0,0.9,1.3,8.2,6.0,2.2,8.7,4.9,1.2,0.5,0.5,0.8,0.671,0.351,0.783,15.5
Dwight Powell,2023,C,31.0,76.0,1458.0,15.5,0.738,12.6,-1.2,0.3,5.1,3.8,1.3,6.7,4.1,0.9,0.6,0.3,0.9,0.732,0.0,0.667,14.5
Dwight Powell,2024,C,32.0,63.0,836.0,14.5,0.716,9.1,-0.3,0.4,3.1,2.2,0.9,3.3,3.4,1.3,0.4,0.3,0.5,0.679,0.333,0.708,12.9
Dwyane Wade,2015,SG,33.0,62.0,1971.0,21.4,0.534,34.7,2.1,2.1,3.5,2.1,1.4,21.5,3.5,4.8,1.2,0.3,3.4,0.47,0.284,0.768,20.3
Dwyane Wade,2016,SG,34.0,74.0,2258.0,20.3,0.517,31.6,1.9,2.2,4.9,2.4,2.6,19.0,4.1,4.6,1.1,0.6,2.7,0.456,0.159,0.793,18.5
Dwyane Wade,2017,SG,35.0,60.0,1792.0,18.5,0.508,29.6,2.5,2.1,3.4,0.9,2.5,18.3,4.5,3.8,1.4,0.7,2.3,0.434,0.31,0.794,15.0
Dylan Windler,2021,SF,24.0,31.0,513.0,10.8,0.567,14.8,-1.7,0.0,0.5,0.0,0.5,5.2,3.5,1.1,0.6,0.4,1.0,0.438,0.338,0.778,8.8
Dyson Daniels,2023,PG,19.0,59.0,1042.0,8.8,0.503,11.6,-1.8,0.0,1.3,-0.1,1.4,3.8,3.2,2.3,0.7,0.2,1.0,0.418,0.314,0.65,12.0
Dyson Daniels,2024,PG,20.0,61.0,1358.0,12.0,0.529,12.6,0.6,0.9,2.9,0.7,2.2,5.8,3.9,2.7,1.4,0.4,1.0,0.447,0.311,0.642,15.6
Dāvis Bertāns,2017,PF,24.0,67.0,808.0,12.9,0.609,15.7,1.3,0.7,2.3,1.1,1.2,4.5,1.5,0.7,0.3,0.4,0.5,0.44,0.399,0.824,14.1
Dāvis Bertāns,2018,PF,25.0,77.0,1086.0,14.1,0.588,17.4,1.6,1.0,3.1,1.6,1.4,5.9,2.0,1.0,0.3,0.4,0.5,0.44,0.373,0.816,15.5
Dāvis Bertāns,2019,PF,27.0,54.0,1583.0,15.5,0.628,19.0,0.9,1.1,3.5,3.0,0.5,8.0,3.5,1.3,0.5,0.4,0.6,0.45,0.429,0.883,15.5
Dāvis Bertāns,2020,PF,27.0,54.0,1583.0,15.5,0.628,19.0,0.9,1.1,3.5,3.0,0.5,15.4,4.5,1.7,0.7,0.6,1.1,0.434,0.424,0.852,11.4
Dāvis Bertāns,2021,PF,28.0,57.0,1464.0,11.4,0.62,15.9,-0.8,0.4,3.1,2.1,1.0,11.5,2.9,0.9,0.6,0.2,0.6,0.404,0.395,0.87,9.4
Dāvis Bertāns,2022,PF,29.0,56.0,807.0,9.4,0.531,17.3,-2.6,-0.1,0.9,0.2,0.7,5.6,2.1,0.6,0.3,0.2,0.3,0.36,0.335,0.9,11.9
