Player,season,PER,TS%,USG%,BPM,VORP,WS,OWS,DWS,PTS,TRB,AST,STL,BLK,TOV,Age,G,MP,PER_next
Joel Embiid,2018,22.9,0.573,33.4,3.3,2.6,6.2,2.3,3.8,22.9,11.0,3.2,0.6,1.8,3.7,23.0,63.0,1912.0,25.8
Joel Embiid,2019,25.8,0.59,32.9,4.7,2.5,6.0,3.3,2.7,27.5,13.6,3.7,0.7,1.9,3.5,25.0,51.0,1506.0,25.8
Joel Embiid,2020,25.8,0.59,32.9,4.7,2.5,6.0,3.3,2.7,23.0,11.6,3.0,0.9,1.3,3.1,25.0,51.0,1506.0,30.3
Joel Embiid,2021,30.3,0.636,35.3,7.5,3.8,8.8,5.6,3.2,28.5,10.6,2.8,1.0,1.4,3.1,26.0,51.0,1585.0,31.2
Joel Embiid,2022,31.2,0.616,37.2,9.2,6.5,12.0,7.9,4.1,30.6,11.7,4.2,1.1,1.5,3.1,27.0,68.0,2297.0,31.4
Joel Embiid,2023,31.4,0.655,37.0,9.2,6.4,12.3,8.4,3.9,33.1,10.2,4.2,1.0,1.7,3.4,28.0,66.0,2284.0,34.1
Joffrey Lauvergne,2015,10.5,0.459,19.9,-5.6,-0.2,0.1,-0.2,0.3,3.9,3.2,0.5,0.3,0.4,0.9,23.0,24.0,268.0,15.7
Joffrey Lauvergne,2016,15.7,0.567,19.5,-1.6,0.1,2.3,1.6,0.7,7.9,4.9,0.9,0.2,0.3,0.9,24.0,59.0,1041.0,12.6
Joffrey Lauvergne,2017,12.6,0.509,18.5,-2.2,-0.1,1.5,0.4,1.1,5.4,3.6,1.0,0.4,0.1,0.8,25.0,70.0,980.0,16.5
John Collins,2018,18.3,0.62,17.9,-0.2,0.8,5.4,3.4,2.0,10.5,7.3,1.3,0.6,1.1,1.4,20.0,74.0,1785.0,23.5
John Collins,2019,23.5,0.659,22.7,3.1,1.7,4.9,3.8,1.2,19.5,9.8,2.0,0.4,0.6,2.0,22.0,41.0,1363.0,23.5
John Collins,2020,23.5,0.659,22.7,3.1,1.7,4.9,3.8,1.2,21.6,10.1,1.5,0.8,1.6,1.8,22.0,41.0,1363.0,20.6
John Collins,2021,20.6,0.645,22.2,2.3,2.0,6.7,4.8,1.9,17.6,7.4,1.2,0.5,1.0,1.3,23.0,63.0,1848.0,18.7
John Collins,2022,18.7,0.61,20.5,1.5,1.5,5.1,3.6,1.4,16.2,7.8,1.8,0.6,1.0,1.1,24.0,54.0,1663.0,13.6
John Collins,2023,13.6,0.593,17.1,-1.3,0.4,4.2,2.1,2.1,13.1,6.5,1.2,0.6,1.0,1.1,25.0,71.0,2130.0,17.5
John Collins,2024,17.5,0.621,20.4,-0.9,0.5,4.4,3.1,1.3,15.1,8.5,1.1,0.6,0.9,1.4,26.0,68.0,1901.0,19.0
John Henson,2015,18.0,0.578,18.1,0.7,0.8,3.6,1.3,2.4,7.0,4.7,0.9,0.4,2.0,1.3,24.0,67.0,1228.0,18.6
John Henson,2016,18.6,0.58,19.1,0.2,0.5,2.3,1.2,1.1,7.0,3.9,0.9,0.3,1.9,1.1,25.0,57.0,960.0,15.3
John Henson,2017,15.3,0.55,16.6,-1.6,0.1,2.7,1.2,1.6,6.8,5.1,1.0,0.5,1.3,0.9,26.0,58.0,1123.0,15.7
John Henson,2018,15.7,0.582,15.0,-0.9,0.5,4.9,2.8,2.2,8.8,6.8,1.5,0.6,1.4,1.1,27.0,76.0,1970.0,17.0
John Henson,2019,17.0,0.578,16.3,0.9,0.4,1.4,0.6,0.8,5.6,5.1,1.0,0.5,0.8,0.9,29.0,40.0,600.0,17.0
John Jenkins,2015,15.9,0.629,17.8,0.3,0.2,0.9,0.6,0.3,5.6,1.6,0.5,0.4,0.0,0.3,23.0,24.0,297.0,10.0
John Konchar,2021,14.8,0.608,12.4,1.2,0.5,1.7,0.9,0.8,4.3,3.0,1.1,0.7,0.2,0.4,24.0,43.0,575.0,14.0
John Konchar,2022,14.0,0.615,9.9,1.5,1.2,4.2,2.4,1.8,4.8,4.6,1.5,0.6,0.3,0.4,25.0,72.0,1292.0,10.8
John Konchar,2023,10.8,0.542,10.4,0.5,0.9,3.5,1.0,2.5,5.1,4.3,1.4,1.1,0.3,0.5,26.0,72.0,1494.0,11.4
John Konchar,2024,11.4,0.537,9.7,-0.4,0.5,2.2,0.5,1.7,4.3,4.7,2.0,0.9,0.9,0.8,27.0,55.0,1173.0,12.1
John Wall,2015,19.9,0.523,26.1,3.6,4.0,7.8,3.6,4.2,17.6,4.6,10.0,1.7,0.6,3.8,24.0,79.0,2837.0,19.8
John Wall,2016,19.8,0.51,28.6,3.5,3.9,5.7,2.2,3.5,19.9,4.9,10.2,1.9,0.8,4.1,25.0,77.0,2784.0,23.2
John Wall,2017,23.2,0.541,30.6,4.7,4.8,8.8,5.8,3.0,23.1,4.2,10.7,2.0,0.6,4.1,26.0,78.0,2836.0,19.1
John Wall,2018,19.1,0.515,29.1,3.0,1.8,2.7,1.2,1.5,19.4,3.7,9.6,1.4,1.1,3.9,27.0,41.0,1410.0,15.4
John Wall,2021,15.4,0.503,31.7,-0.7,0.4,-0.2,-1.0,0.8,20.6,3.2,6.9,1.1,0.8,3.5,30.0,40.0,1288.0,13.6
Johnny Davis,2023,7.2,0.446,20.5,-7.4,-0.6,-0.3,-0.6,0.3,5.8,2.3,1.0,0.4,0.3,0.6,20.0,28.0,423.0,6.2
Johnny Davis,2024,6.2,0.462,12.2,-6.6,-0.7,-0.1,-0.3,0.2,3.0,1.4,0.6,0.4,0.2,0.3,21.0,50.0,613.0,10.2
Johnny Juzang,2024,9.6,0.62,14.5,-3.7,-0.2,0.4,0.4,0.0,7.2,1.8,1.2,0.2,0.1,0.7,22.0,20.0,372.0,11.8
Johnny O'Bryant,2015,3.8,0.379,19.2,-9.5,-0.7,-0.5,-0.8,0.3,2.9,1.9,0.5,0.1,0.1,0.7,21.0,34.0,368.0,7.4
Johnny O'Bryant,2016,7.4,0.441,13.5,-5.9,-0.8,0.3,-0.2,0.4,3.0,2.7,0.5,0.3,0.1,0.5,22.0,66.0,857.0,11.9
Jon Leuer,2015,11.9,0.478,18.6,-2.8,-0.1,1.3,0.2,1.2,4.5,3.3,0.7,0.3,0.1,0.6,25.0,63.0,824.0,16.2
Jon Leuer,2016,16.2,0.555,19.8,0.0,0.6,2.7,1.4,1.3,8.5,5.6,1.1,0.6,0.4,1.1,26.0,67.0,1255.0,14.2
Jonas Jerebko,2015,15.0,0.549,16.2,0.9,0.9,3.5,2.0,1.4,6.0,3.8,0.9,0.6,0.2,0.6,27.0,75.0,1230.0,10.3
Jonas Jerebko,2016,10.3,0.531,13.5,-2.0,0.0,2.4,0.9,1.5,4.4,3.7,0.8,0.3,0.3,0.7,28.0,78.0,1176.0,9.3
Jonas Jerebko,2017,9.3,0.537,11.4,-2.4,-0.1,2.1,0.8,1.3,3.8,3.5,0.9,0.3,0.2,0.5,29.0,78.0,1232.0,13.2
Jonas Valančiūnas,2015,20.6,0.623,19.1,0.5,1.3,8.2,5.8,2.4,12.0,8.7,0.5,0.4,1.2,1.4,22.0,80.0,2096.0,22.6
Jonas Valančiūnas,2016,22.6,0.61,20.9,1.7,1.4,6.9,4.5,2.4,12.8,9.1,0.7,0.4,1.3,1.4,23.0,60.0,1557.0,20.1
Jonas Valančiūnas,2017,20.1,0.601,19.5,0.3,1.2,7.9,4.9,3.0,12.0,9.5,0.7,0.5,0.8,1.3,24.0,80.0,2066.0,22.5
Jonas Valančiūnas,2018,22.5,0.628,22.7,2.4,1.9,7.6,4.6,3.0,12.7,8.6,1.1,0.4,0.9,1.5,25.0,77.0,1727.0,22.2
Jonas Valančiūnas,2019,22.2,0.631,21.5,2.4,2.0,7.0,4.2,2.8,15.6,8.6,1.4,0.4,1.1,1.8,27.0,70.0,1845.0,22.2
Jonas Valančiūnas,2020,22.2,0.631,21.5,2.4,2.0,7.0,4.2,2.8,14.9,11.3,1.9,0.4,1.1,1.8,27.0,70.0,1845.0,24.4
Jonas Valančiūnas,2021,24.4,0.636,22.4,3.0,2.2,7.8,5.1,2.6,17.1,12.5,1.8,0.6,0.9,1.6,28.0,62.0,1755.0,21.2
Jonas Valančiūnas,2022,21.2,0.617,23.8,1.9,2.2,7.3,4.6,2.7,17.8,11.4,2.6,0.6,0.8,2.4,29.0,74.0,2240.0,19.3
Jonas Valančiūnas,2023,19.3,0.61,23.4,-0.4,0.8,5.8,2.8,3.0,14.1,10.2,1.8,0.3,0.7,2.0,30.0,79.0,1968.0,19.8
Jonas Valančiūnas,2024,19.8,0.619,20.8,1.2,1.6,7.1,3.9,3.1,12.2,8.8,2.1,0.4,0.8,1.4,31.0,82.0,1925.0,20.8
Jonathan Isaac,2018,9.8,0.465,15.0,-1.4,0.1,0.2,-0.6,0.8,5.4,3.7,0.7,1.2,1.1,1.0,20.0,27.0,536.0,17.3
Jonathan Isaac,2019,17.3,0.552,18.3,2.3,1.1,2.5,0.6,1.9,9.6,5.5,1.1,0.8,1.3,1.0,22.0,34.0,980.0,17.3
Jonathan Isaac,2020,17.3,0.552,18.3,2.3,1.1,2.5,0.6,1.9,11.9,6.8,1.4,1.6,2.3,1.4,22.0,34.0,980.0,19.2
Jonathan Isaac,2024,19.2,0.61,16.7,3.8,1.4,3.6,1.5,2.1,6.8,4.5,0.5,0.7,1.2,0.5,26.0,58.0,914.0,16.6
Jonathan Kuminga,2022,15.2,0.6,22.7,-1.5,0.1,3.0,1.3,1.8,9.3,3.3,0.9,0.4,0.3,1.1,19.0,70.0,1185.0,13.3
Jonathan Kuminga,2023,13.3,0.597,19.6,-1.7,0.1,2.4,1.0,1.4,9.9,3.4,1.9,0.6,0.5,1.4,20.0,67.0,1394.0,17.0
Jonathan Kuminga,2024,17.0,0.598,24.1,-0.4,0.8,4.6,2.7,1.9,16.1,4.8,2.2,0.7,0.5,1.6,21.0,74.0,1949.0,15.7
Jonathon Simmons,2016,11.9,0.586,18.9,-2.7,-0.2,2.0,0.7,1.3,6.0,1.7,1.1,0.4,0.1,1.0,26.0,55.0,813.0,9.9
Jonathon Simmons,2017,9.9,0.504,18.0,-2.6,-0.2,2.0,-0.1,2.1,6.2,2.1,1.6,0.6,0.3,1.0,27.0,78.0,1392.0,12.7
Jordan Bell,2018,18.0,0.641,13.9,2.8,1.0,2.9,1.6,1.4,4.6,3.6,1.8,0.6,1.0,0.9,23.0,57.0,809.0,13.9
Jordan Bell,2019,13.9,0.577,16.4,-2.5,0.0,0.4,0.2,0.2,3.3,2.7,1.1,0.3,0.8,0.6,25.0,29.0,256.0,13.9
Jordan Clarkson,2015,16.9,0.528,23.0,0.2,0.8,2.4,2.0,0.4,11.9,3.2,3.5,0.9,0.2,1.6,22.0,59.0,1476.0,14.3
Jordan Clarkson,2016,14.3,0.516,22.8,-1.6,0.2,2.1,1.7,0.4,15.5,4.0,2.4,1.1,0.1,1.7,23.0,79.0,2552.0,13.2
Jordan Clarkson,2017,13.2,0.526,23.3,-2.5,-0.3,1.2,0.5,0.7,14.7,3.0,2.6,1.1,0.1,2.0,24.0,82.0,2397.0,16.4
Jordan Clarkson,2018,16.4,0.542,26.5,0.1,1.0,3.0,1.9,1.2,13.9,2.7,2.7,0.7,0.1,1.6,25.0,81.0,1888.0,17.3
Jordan Clarkson,2019,17.3,0.574,26.3,1.1,1.3,3.4,2.4,1.0,16.8,3.3,2.4,0.7,0.2,1.7,27.0,71.0,1705.0,17.3
Jordan Clarkson,2020,17.3,0.574,26.3,1.1,1.3,3.4,2.4,1.0,15.2,2.6,1.9,0.6,0.2,1.4,27.0,71.0,1705.0,17.1
Jordan Clarkson,2021,17.1,0.549,29.7,1.4,1.6,4.2,1.7,2.5,18.4,4.0,2.5,0.9,0.1,1.7,28.0,68.0,1818.0,14.9
Jordan Clarkson,2022,14.9,0.532,26.8,-0.6,0.7,3.5,1.5,2.0,16.0,3.5,2.5,0.8,0.2,1.6,29.0,79.0,2141.0,14.7
Jordan Clarkson,2023,14.7,0.558,27.8,-1.4,0.3,1.7,0.9,0.8,20.8,4.0,4.4,0.5,0.2,3.0,30.0,61.0,1988.0,12.7
Jordan Clarkson,2024,12.7,0.521,26.1,-4.5,-1.1,0.2,0.1,0.1,17.1,3.4,5.0,0.6,0.1,2.7,31.0,55.0,1682.0,14.5
Jordan Goodwin,2023,14.8,0.531,17.3,0.7,0.8,2.2,0.9,1.3,6.6,3.3,2.7,0.9,0.4,0.9,24.0,62.0,1106.0,12.6
Jordan Goodwin,2024,12.6,0.451,19.0,-1.0,0.3,1.2,-0.2,1.4,6.5,4.4,2.7,0.8,0.3,1.0,25.0,57.0,1055.0,12.1
Jordan Hawkins,2024,10.2,0.533,19.9,-3.1,-0.3,1.3,0.3,1.0,7.8,2.2,1.0,0.3,0.1,0.6,21.0,67.0,1160.0,9.6
Jordan Hill,2015,16.2,0.494,22.7,-2.2,-0.1,2.2,1.1,1.1,12.0,7.9,1.5,0.5,0.7,1.5,27.0,70.0,1874.0,16.4
Jordan McLaughlin,2020,16.3,0.587,15.8,0.3,0.3,1.6,1.1,0.4,7.6,1.6,4.2,1.1,0.1,1.0,23.0,30.0,590.0,12.0
Jordan McLaughlin,2021,12.0,0.502,13.7,-1.7,0.1,1.2,0.6,0.6,5.0,2.1,3.8,1.0,0.1,1.0,24.0,51.0,938.0,13.4
Jordan McLaughlin,2022,13.4,0.535,11.8,0.4,0.6,2.3,1.3,1.0,3.8,1.5,2.9,0.9,0.2,0.6,25.0,62.0,902.0,11.8
Jordan McLaughlin,2023,11.8,0.526,11.7,-0.7,0.2,1.3,0.7,0.6,3.7,1.4,3.4,0.7,0.1,0.8,26.0,43.0,678.0,15.5
Jordan McLaughlin,2024,15.5,0.638,12.1,4.2,1.0,2.5,1.4,1.1,3.5,1.3,2.0,0.6,0.1,0.3,27.0,56.0,626.0,12.3
Jordan McRae,2016,14.2,0.548,23.9,-1.8,0.0,0.4,0.2,0.1,4.5,0.9,1.1,0.1,0.0,0.7,24.0,22.0,195.0,9.7
Jordan McRae,2017,9.7,0.488,20.8,-3.7,-0.2,0.2,-0.1,0.2,4.4,1.1,0.5,0.2,0.2,0.4,25.0,37.0,384.0,14.2
Jordan McRae,2019,14.2,0.515,24.4,-1.5,0.1,0.7,0.4,0.4,5.9,1.5,1.1,0.5,0.3,0.6,28.0,37.0,784.0,14.2
Jordan Mickey,2017,9.8,0.473,15.5,-4.7,-0.1,0.1,-0.1,0.2,1.5,1.4,0.3,0.1,0.2,0.4,22.0,25.0,141.0,10.6
Jordan Nwora,2021,16.1,0.586,26.0,-1.1,0.1,0.4,0.0,0.4,5.7,2.0,0.2,0.5,0.2,0.8,22.0,30.0,274.0,9.9
Jordan Nwora,2022,9.9,0.506,19.4,-4.1,-0.6,0.6,-0.4,1.1,7.9,3.6,1.0,0.4,0.3,0.9,23.0,62.0,1185.0,12.2
Jordan Nwora,2023,12.2,0.561,19.4,-2.1,0.0,1.5,0.5,1.0,8.7,3.7,1.4,0.4,0.2,1.1,24.0,62.0,1188.0,13.7
Jordan Poole,2020,7.2,0.454,21.1,-6.6,-1.5,-1.2,-1.6,0.4,8.8,2.1,2.4,0.6,0.2,1.3,20.0,57.0,1274.0,15.1
Jordan Poole,2021,15.1,0.581,25.0,-0.5,0.4,1.9,1.1,0.9,12.0,1.8,1.9,0.5,0.2,1.0,21.0,51.0,988.0,16.1
Jordan Poole,2022,16.1,0.598,26.0,1.0,1.7,6.0,3.1,2.9,18.5,3.4,4.0,0.8,0.3,2.5,22.0,76.0,2283.0,14.6
Jordan Poole,2023,14.6,0.573,29.2,-1.9,0.1,3.2,1.4,1.9,20.4,2.7,4.5,0.8,0.3,3.1,23.0,82.0,2458.0,12.1
Jordan Poole,2024,12.1,0.529,26.4,-3.9,-1.2,-0.6,-1.5,0.8,17.4,2.7,4.4,1.1,0.3,2.4,24.0,78.0,2346.0,16.6
Jose Alvarado,2022,16.4,0.52,18.4,1.9,0.8,2.1,1.0,1.1,6.1,1.9,2.8,1.3,0.1,0.7,23.0,54.0,834.0,11.8
Jose Alvarado,2023,11.8,0.525,19.8,-1.2,0.3,1.8,0.1,1.7,9.0,2.3,3.0,1.1,0.2,1.3,24.0,61.0,1310.0,12.5
Jose Alvarado,2024,12.5,0.54,17.3,-0.1,0.5,2.1,0.6,1.5,7.1,2.3,2.1,1.1,0.3,0.7,25.0,56.0,1028.0,13.4
Josh Christopher,2022,12.2,0.534,21.1,-3.5,-0.5,0.3,-0.4,0.7,7.9,2.5,2.0,0.9,0.2,1.5,20.0,74.0,1334.0,11.5
Josh Giddey,2022,13.3,0.478,22.2,-0.9,0.5,0.4,-1.3,1.7,12.5,7.8,6.4,0.9,0.4,3.2,19.0,54.0,1700.0,17.1
Josh Giddey,2023,17.1,0.533,24.6,1.2,1.9,4.0,1.3,2.7,16.6,7.9,6.2,0.8,0.4,2.8,20.0,76.0,2367.0,16.6
Josh Giddey,2024,16.6,0.547,23.1,1.5,1.8,4.3,1.4,2.9,12.3,6.4,4.8,0.6,0.6,2.1,21.0,80.0,2011.0,18.1
Josh Green,2021,8.8,0.49,11.9,-3.6,-0.2,0.5,0.1,0.4,2.6,2.0,0.7,0.4,0.1,0.4,20.0,39.0,445.0,11.9
Josh Green,2022,11.9,0.578,13.9,-1.0,0.3,2.4,1.0,1.4,4.8,2.4,1.2,0.7,0.2,0.7,21.0,67.0,1039.0,11.2
Josh Green,2023,11.2,0.645,14.6,-2.4,-0.2,2.6,1.7,0.9,9.1,3.0,1.7,0.7,0.1,1.2,22.0,60.0,1539.0,9.9
Josh Green,2024,9.9,0.588,13.1,-2.7,-0.3,2.2,1.0,1.2,8.2,3.2,2.3,0.8,0.2,1.1,23.0,57.0,1505.0,7.8
Josh Hart,2018,12.2,0.596,13.5,-0.1,0.7,3.4,1.9,1.5,7.9,4.2,1.3,0.7,0.3,0.7,22.0,63.0,1461.0,11.9
Josh Hart,2019,11.9,0.563,15.3,-0.7,0.6,3.1,1.3,1.8,7.8,3.7,1.4,1.0,0.6,0.9,24.0,65.0,1755.0,11.9
Josh Hart,2020,11.9,0.563,15.3,-0.7,0.6,3.1,1.3,1.8,10.1,6.5,1.7,1.0,0.4,1.2,24.0,65.0,1755.0,12.2
Josh Hart,2021,12.2,0.566,13.5,-0.8,0.4,2.7,1.4,1.3,9.2,8.0,2.3,0.8,0.3,1.0,25.0,47.0,1349.0,16.1
Josh Hart,2022,16.1,0.61,18.6,0.9,1.3,4.4,2.8,1.5,14.9,7.2,4.1,1.1,0.2,2.1,26.0,54.0,1791.0,14.1
Josh Hart,2023,14.1,0.622,12.6,0.9,1.8,6.0,3.8,2.2,9.8,7.8,3.8,1.2,0.3,1.5,27.0,76.0,2454.0,11.8
Josh Hart,2024,11.8,0.522,13.5,0.0,1.4,5.7,2.0,3.6,9.4,8.3,4.1,0.9,0.3,1.5,28.0,81.0,2707.0,16.5
Josh Jackson,2018,11.8,0.48,26.0,-4.2,-1.1,-0.7,-2.0,1.2,13.1,4.6,1.5,1.0,0.5,1.9,20.0,77.0,1959.0,14.1
Josh Jackson,2019,14.1,0.547,22.8,0.1,0.2,0.5,0.1,0.5,11.5,4.4,2.3,0.9,0.7,2.2,22.0,22.0,381.0,14.1
Josh Jackson,2020,14.1,0.547,22.8,0.1,0.2,0.5,0.1,0.5,9.0,3.0,1.6,0.8,0.4,1.3,22.0,22.0,381.0,12.0
Josh Jackson,2021,12.0,0.516,26.5,-3.0,-0.4,0.1,-1.6,1.7,13.4,4.1,2.3,0.9,0.8,2.3,23.0,62.0,1560.0,9.5
Josh McRoberts,2016,9.9,0.453,15.0,-1.6,0.1,0.8,0.1,0.7,3.6,2.5,1.9,0.4,0.2,0.7,28.0,42.0,595.0,9.8
Josh Minott,2024,20.4,0.593,21.4,5.1,0.2,0.4,0.2,0.2,1.6,0.5,0.3,0.2,0.2,0.1,21.0,32.0,91.0,15.5
Josh Okogie,2019,11.5,0.553,15.1,-2.4,-0.2,2.2,0.9,1.2,7.7,2.9,1.2,1.2,0.4,0.9,21.0,62.0,1547.0,11.5
Josh Okogie,2020,11.5,0.553,15.1,-2.4,-0.2,2.2,0.9,1.2,8.6,4.3,1.6,1.1,0.4,1.4,21.0,62.0,1547.0,9.1
Josh Okogie,2021,9.1,0.524,12.1,-3.3,-0.4,1.3,0.5,0.8,5.4,2.6,1.1,0.9,0.5,0.7,22.0,59.0,1197.0,9.0
Josh Okogie,2022,9.0,0.526,12.1,-2.7,-0.1,0.7,0.1,0.5,2.7,1.4,0.5,0.5,0.2,0.5,23.0,49.0,516.0,13.3
Josh Okogie,2023,13.3,0.531,17.7,-0.2,0.6,2.8,1.1,1.7,7.3,3.5,1.5,0.8,0.5,0.9,24.0,72.0,1350.0,12.0
Josh Okogie,2024,12.0,0.552,13.0,-0.5,0.4,2.1,1.0,1.1,4.6,2.6,1.1,0.8,0.4,0.6,25.0,60.0,960.0,16.3
Josh Richardson,2016,11.4,0.569,13.8,-0.4,0.5,2.5,1.3,1.2,6.6,2.1,1.4,0.7,0.5,0.7,22.0,52.0,1107.0,10.7
Josh Richardson,2017,10.7,0.493,16.8,-1.1,0.4,2.2,0.3,1.9,10.2,3.2,2.6,1.1,0.7,1.2,23.0,53.0,1614.0,13.6
Josh Richardson,2018,13.6,0.551,18.2,0.7,1.8,5.4,1.8,3.5,12.9,3.5,2.9,1.5,0.9,1.7,24.0,81.0,2689.0,12.0
Josh Richardson,2019,12.0,0.533,20.6,-1.8,0.1,2.1,0.5,1.7,16.6,3.6,4.1,1.1,0.5,1.5,26.0,55.0,1693.0,12.0
Josh Richardson,2020,12.0,0.533,20.6,-1.8,0.1,2.1,0.5,1.7,13.7,3.2,2.9,0.9,0.7,1.9,26.0,55.0,1693.0,11.9
Josh Richardson,2021,11.9,0.537,18.4,-1.7,0.1,2.4,1.0,1.4,12.1,3.3,2.6,1.0,0.4,1.3,27.0,59.0,1790.0,12.8
Josh Richardson,2022,12.8,0.573,17.6,0.1,0.9,3.5,1.6,2.0,10.2,2.8,1.8,0.9,0.4,1.0,28.0,65.0,1600.0,12.3
Josh Richardson,2023,12.3,0.555,18.4,-1.2,0.3,1.8,0.6,1.1,10.1,2.7,2.7,1.1,0.3,1.3,29.0,65.0,1530.0,11.4
Josh Smith,2015,14.9,0.467,24.8,0.7,1.6,2.3,-1.1,3.4,12.4,6.4,3.3,1.0,1.4,2.5,29.0,83.0,2300.0,10.6
José Calderón,2015,11.3,0.519,16.1,-3.0,-0.3,0.9,0.8,0.1,9.1,3.0,4.7,0.7,0.0,1.8,33.0,42.0,1270.0,12.3
José Calderón,2016,12.3,0.571,12.6,-0.6,0.7,4.0,2.7,1.4,7.6,3.2,4.1,0.9,0.1,1.2,34.0,72.0,2024.0,8.9
José Calderón,2017,8.9,0.506,14.4,-3.2,-0.2,0.3,0.0,0.3,3.4,1.8,2.1,0.3,0.0,1.0,35.0,41.0,539.0,11.3
Jrue Holiday,2015,18.8,0.522,23.1,2.8,1.6,3.4,2.3,1.1,14.8,3.4,6.9,1.6,0.6,2.3,24.0,40.0,1303.0,19.7
Jrue Holiday,2016,19.7,0.529,28.9,2.1,1.9,3.4,2.2,1.2,16.8,3.0,6.0,1.4,0.3,2.6,25.0,65.0,1831.0,17.1
Jrue Holiday,2017,17.1,0.532,23.5,1.3,1.8,3.8,1.3,2.6,15.4,3.9,7.3,1.5,0.7,2.9,26.0,67.0,2190.0,17.8
Jrue Holiday,2018,17.8,0.57,23.1,1.6,2.7,7.1,4.2,2.9,19.0,4.5,6.0,1.5,0.8,2.6,27.0,81.0,2927.0,17.0
Jrue Holiday,2019,17.0,0.537,24.5,1.8,2.0,3.9,2.0,1.9,21.2,5.0,7.7,1.6,0.8,3.1,29.0,61.0,2117.0,17.0
Jrue Holiday,2020,17.0,0.537,24.5,1.8,2.0,3.9,2.0,1.9,19.1,4.8,6.7,1.6,0.8,3.0,29.0,61.0,2117.0,20.0
Jrue Holiday,2021,20.0,0.592,22.2,3.4,2.6,6.6,4.3,2.2,17.7,4.5,6.1,1.6,0.6,2.2,30.0,59.0,1907.0,19.8
Jrue Holiday,2022,19.8,0.593,23.5,3.2,2.9,6.9,4.5,2.4,18.3,4.5,6.8,1.6,0.4,2.7,31.0,67.0,2208.0,19.2
Jrue Holiday,2023,19.2,0.586,25.0,3.1,2.8,6.7,3.9,2.8,19.3,5.1,7.4,1.2,0.4,2.9,32.0,67.0,2183.0,14.4
Jrue Holiday,2024,14.4,0.597,16.3,2.1,2.4,6.3,3.3,3.0,12.5,5.4,4.8,0.9,0.8,1.8,33.0,69.0,2263.0,13.5
Juan Toscano-Anderson,2021,12.6,0.676,11.0,0.8,0.8,3.0,1.4,1.6,5.7,4.4,2.8,0.8,0.5,1.2,27.0,53.0,1107.0,11.0
Juan Toscano-Anderson,2022,11.0,0.561,14.7,-0.8,0.3,2.0,0.3,1.8,4.1,2.4,1.7,0.7,0.2,0.9,28.0,73.0,994.0,7.2
Juancho Hernangómez,2017,13.4,0.592,14.6,-0.1,0.4,1.8,1.2,0.6,4.9,3.0,0.5,0.5,0.2,0.5,21.0,62.0,842.0,9.7
Juancho Hernangómez,2018,9.7,0.511,14.0,-3.3,-0.1,0.4,0.2,0.1,3.3,2.2,0.5,0.2,0.1,0.4,22.0,25.0,277.0,10.4
Juancho Hernangómez,2019,10.4,0.518,15.7,-3.4,-0.3,0.9,0.2,0.7,5.8,3.8,0.8,0.4,0.3,0.5,24.0,48.0,833.0,10.4
Juancho Hernangómez,2020,10.4,0.518,15.7,-3.4,-0.3,0.9,0.2,0.7,6.0,4.1,0.8,0.4,0.2,0.7,24.0,48.0,833.0,12.1
Juancho Hernangómez,2021,12.1,0.549,17.2,-2.9,-0.2,1.1,0.6,0.5,7.2,3.9,0.7,0.4,0.1,0.5,25.0,52.0,900.0,11.5
Juancho Hernangómez,2022,11.5,0.542,13.4,-0.6,0.2,0.9,0.3,0.6,3.3,2.5,0.5,0.4,0.3,0.4,26.0,40.0,445.0,7.6
Julian Champagnie,2024,10.6,0.57,14.4,-1.9,0.0,1.8,0.6,1.3,6.8,2.8,1.4,0.6,0.6,0.8,22.0,74.0,1468.0,12.2
Julian Phillips,2024,7.0,0.521,13.0,-5.3,-0.3,0.2,0.0,0.2,2.2,0.9,0.3,0.2,0.2,0.3,20.0,40.0,323.0,10.2
Julian Strawther,2024,8.2,0.482,20.7,-6.0,-0.6,0.2,-0.4,0.6,4.5,1.2,0.9,0.3,0.1,0.5,21.0,50.0,545.0,9.5
Julius Randle,2016,13.9,0.482,21.2,-3.2,-0.7,1.6,-0.3,1.9,11.3,10.2,1.8,0.7,0.4,1.8,21.0,81.0,2286.0,16.3
Julius Randle,2017,16.3,0.543,21.4,-0.9,0.6,3.5,2.0,1.5,13.2,8.6,3.6,0.7,0.5,2.3,22.0,74.0,2132.0,19.9
Julius Randle,2018,19.9,0.606,25.3,0.6,1.4,6.6,4.0,2.6,16.1,8.0,2.6,0.5,0.5,2.6,23.0,82.0,2190.0,17.5
Julius Randle,2019,17.5,0.538,27.6,-0.3,0.9,2.7,0.9,1.8,21.4,8.7,3.1,0.7,0.6,2.8,25.0,64.0,2080.0,17.5
Julius Randle,2020,17.5,0.538,27.6,-0.3,0.9,2.7,0.9,1.8,19.5,9.7,3.1,0.8,0.3,3.0,25.0,64.0,2080.0,19.7
Julius Randle,2021,19.7,0.567,29.3,3.8,3.9,7.8,3.4,4.3,24.1,10.2,6.0,0.9,0.3,3.4,26.0,71.0,2667.0,15.7
Julius Randle,2022,15.7,0.509,28.7,0.5,1.6,3.1,-0.3,3.4,20.1,9.9,5.1,0.7,0.5,3.4,27.0,72.0,2544.0,20.3
